Code,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
334,0.012676877206722725,0.02584496339686293,0.06682682763782433,-0.036105660354504465,-0.002067845535822066,0.015957071922377608,0.014580895322723997,0.012526166826253515,-0.006044850787417122,0.006773089238889973,-0.01046904244978153,-0.0005039468839855843,0.007044480182831769,0.0054253864696622855,-0.02847887501919999,0.010019324331783874,0.001056060448777707,0.00860399227722164,0.007441312158511959,-0.025719971387360818,0.009804118197779044,-0.010277532066892192,0.014385158304351275,-0.0006051028189966168,0.00867295373343202,0.006426282583209986
335,-0.026328123141415638,-0.015599645971062337,0.012095145169312538,-0.05577870932637552,-0.024363247275577038,-0.005798345226265766,-0.011681189059607355,-0.005946147588423933,0.0038622836120527637,0.00937629372915083,-0.012180028069102455,-0.055287460642053254,-0.0027725651411500962,0.015993745693771544,-0.0003789702736556322,-0.00610016782311007,0.01445966099488949,0.002970888628625268,-0.013074973330509998,-0.0014540706307277773,-0.005929287547448148,-0.01324523573123848,-0.01285608023692042,0.009868492970070974,0.013751504216970467,-0.02523750564337668
3361MV,0.003620138851256449,0.015051118577818823,-0.008906187233462592,-0.022527065615309816,0.03002159817135075,0.0016567492830850128,-0.012750006937410685,0.0014487061224270903,-0.014422849895936896,-0.014286813358019401,-0.02223202068476615,-0.012884557180809164,0.030197782407950235,0.03902700138012083,-0.04373005130691965,0.024471175036650195,0.02991880392495716,0.01185205039494619,0.010393888808919005,-0.018424707266432083,-0.012781947755876377,-0.01356186719534902,-0.02690510935990753,-0.004564196091379813,0.032232185380208556,-0.023569086271002515
3364OT,-0.02513130773122718,-0.008562475687891258,-0.02914920502864682,-0.018878464714033427,0.011123683620465563,0.010705936388395898,-0.019312317775129983,0.013763658091140663,-0.012138043225347062,0.013561693742647485,-0.014992906816059026,0.043818674074040054,-0.1002539239637601,-0.01883576531978015,-0.00772580122158395,-0.027428386714007935,-0.014068101529813859,-0.02876810429864296,-0.01307944030930841,0.012387870314443994,-0.012807045089585856,-0.0015807072090288088,-0.014818780959263478,0.0022255705135654225,0.028064535219057163,-0.01777511337119897
337,-0.0013590214891801011,0.018499434177502216,0.00673932774289554,0.015041203938388037,0.08251310700460124,-0.002232734958255378,0.09097078780766132,-0.0034581426013593486,0.008750585863243288,0.04454145515136565,-0.02735292641945719,-0.10070467092524282,-0.06272799205585144,-0.005609385668329914,-0.03959634213779495,0.02484624786896994,-0.035260417696692414,0.012242085297580196,0.013001194093811286,0.00856919011951085,-0.03109109070013183,-0.029482190882557546,-0.019607823174788486,-0.0007728288445925102,0.03376427784285596,-0.01061842343293673
339,-0.012268957745400932,-0.008159492619483455,0.015457025014329773,-0.026152052976267104,-0.00022106408440736303,-0.010331810133311858,-0.006092360570899125,-0.005705226901873139,-0.004498336351746346,-0.025330248468939054,0.01459781734923471,-0.0010780376496639654,-0.013869517852239,0.00019937289301408256,-0.01766684919271544,0.01714286374925056,-0.01003290180675398,-0.004257564575041783,-0.014567478084579033,-0.004769700827483181,0.0022661650103072972,-0.023135293703196336,-0.017997008638239276,-0.008359987369332078,0.010272210973858442,-0.011886802766542637
42,-0.022306663343969024,-0.03083271348031813,-0.03781189937240681,-0.015895656461122343,-0.019458085694024074,-0.01897432162372814,-0.009433715998911296,-0.01418331593170885,0.0004853659194550275,0.006362909124530525,-0.003554084380875455,-0.004515475946098579,-0.040982839283163486,-0.0266690117271291,-0.02725801632473468,0.017497068442761332,0.013309867930889396,0.005712093502898696,-0.006733955543121173,-0.016782042959221144,-0.03851776494837322,0.026050577751331794,-0.03964355097410133,-0.04063683799134399,0.008675569582965892,0.006728747651160383
441,-0.007039220313237671,-0.006723729271582712,-0.010267141028921678,0.0002863412193923054,-0.019562611190147905,-0.014969068617000758,-0.017913697058691724,-0.02806947523905645,-0.01822350758039093,-0.014502430582800763,-0.02201837796786066,-0.006173293306312999,-0.006959205137896163,-0.0028218367737249395,-0.004616785068646045,0.0041037878370460135,-0.001507631448432356,-0.007882303236560695,-0.01095444612887242,-0.032798893330917345,-0.0046490526785234465,0.0074821235048805335,-0.04256296110674196,-0.011894707889494427,-0.008069071852586873,0.02898381067036837
445,-0.006038641719039006,0.0005047443004952967,-0.006233469188153151,-0.005572227453013667,0.01624496176734258,0.007744981663106998,0.006144695786676202,-0.01623205124596705,0.0015237320069640958,0.0002492633443278436,-0.013791454356219646,-0.01680206846237642,-0.009107820904360686,-0.0044772578049583345,-0.008099896167313325,-0.016432390423556598,-0.02460171617840512,-0.018235269121762876,-0.024702568621308707,-0.03356345338340194,-0.0006704743623089371,-0.013433533954893662,-0.025839111566544837,0.02631124425208231,0.0007902926597633808,-0.017255969913670732
452,-0.026967681635421847,0.008818379200908666,-0.02260236521530601,-0.010657141799270242,0.022964799573243155,-0.007826595712303153,0.01402779318746461,-0.017536781152767134,0.01197560376055673,0.0316505391830626,-0.03602011452046394,-0.011562866162178054,-0.0017442103094760242,0.020402245817612297,-0.008016889901490742,-0.014288844481482599,-0.01107825331602541,-0.0219519767041243,-0.027161471369075763,-0.022176857287032448,0.0003794364613334267,-0.02308004666378949,-0.02983196491308515,0.020727397311569362,0.004398961311643745,-0.004448767100619477
481,0.0005879601444309657,-0.023714450986037416,-0.02742980031984521,-0.03719478890276662,-0.015872188575014157,0.006104892592025735,0.003841111842473488,-0.005416765406510926,-0.001950085613353636,0.004891242346331204,-0.026392710395538366,-0.010854693022048778,0.019146034676284174,0.0569221983051138,-0.03552209035053622,-0.008133218774929674,-0.002116112444394247,0.02141178051573922,0.0014778598805875731,0.011866393152504706,-0.01008204956154568,0.00811101783206869,-0.19363066960190256,0.011444758786463893,0.05505617107420946,-0.06073750280991952
482,-0.030439681475267655,-0.02394270483355765,-0.005269656427100422,0.0034104726358581416,0.0014465913886878567,-0.053583499620572184,0.0129400802611368,-0.024019969614982095,0.02920881481294657,-0.004552336353540909,0.04674517029831282,-0.005061504051626642,0.032461096075045326,-0.05577197190139227,-0.0030818799731058277,-0.0038253718496426004,0.05595647973931683,-0.0454352634837889,-0.05032929482406168,-0.028313250281430946,-0.01694859740398158,-0.0018986597165104868,-0.20834482654130593,0.01248404164853234,0.035770623742209295,0.034799445593543865
483,-0.00595890084188877,-0.003761433827448535,-0.008705427548569844,-0.003739728774313278,0.0026554275036456687,-0.003686680175011503,0.009752590857959653,-0.0028802593974122104,-0.007060385701321614,0.009480748380404691,0.059359148940678175,-0.04312948104165848,-0.024736377479669613,0.010189467291429999,0.031186264924576435,-0.0005858901651274451,-0.007687546535924739,-0.010172274981627538,-0.00015963608204838664,-0.008697997713656314,-0.004864401090181936,-0.005773452505642318,-0.05774801672681029,-0.04013846627553885,0.06651602877621343,-0.012772375964607896
484,-0.003741771631974089,-0.0401850416899423,-0.010383918355411303,0.006562947551785214,-3.1792727639867735e-05,-0.04008677444125919,-0.030614056340420248,-0.01817538214276926,-0.022078337172631635,-0.07665566924471268,-0.029054461089162764,-0.008252398452555987,-0.01800726441102274,-0.018129869738461757,-0.017829428208513853,0.07907936641994073,0.05730030319124779,0.05448677788656653,0.04082260674811877,0.18366073756406198,-0.015786198562052434,-0.009528195676923978,0.011038266564867172,-0.04501491579718042,-0.008303266034883627,-0.0020009137996801485
485,-0.01687779444448534,-0.03385354329407608,-0.04497691751884858,-0.013278896223681613,-0.015032446802071497,-0.018096962893402235,0.02646227434813042,0.006904938226903745,0.025255398665056994,-0.0018878280546630322,-0.018670469674759715,0.006842628074300805,0.006146744431786644,0.020750508901997478,-0.007924949335635034,0.02156108044008942,0.015258582145825983,-0.012254517907581253,-0.030679244288197793,0.04538394407139901,0.09415717253011824,0.04304541736186085,-0.18400564525697138,0.048197987615448135,0.1009963326457548,0.12534911098536217
486,-0.06191391437248939,-0.13503579961934076,0.0737188460151561,-0.20126847176205764,-0.3058031407531958,0.04336618298660255,0.044003860209063994,-0.2114183161589427,0.0486296177864034,0.09460055671472123,-0.2525257922598163,0.15950212351091242,-0.5031558976514781,-0.3266487495859298,-0.14746876189660618,-0.12974707154475773,0.02028766276118965,0.32528736490155374,0.05099099697500975,-0.07482052415078755,-0.1382680157217031,0.035485775871075376,0.03954724033678225,-0.19380923235548053,-0.38182500513907947,0.17020717129628338
487OS,0.023230331761879164,-0.007271201963135354,-0.013893576225453508,0.025752294999151104,0.011939582371224944,-0.02844761977959287,-0.019964306097734585,0.009848406730960768,0.017175416908702168,-0.004051497565971118,-0.04495984644542883,0.04370876434979909,-0.048206669846663885,-0.015039795767031627,-0.0015259232873221507,-0.0013660303541129792,-0.0286495081962439,0.017075520160635627,0.006542721909417182,-0.02004248524174912,-0.012593269566377074,-0.002323914712023978,0.09216281138365101,-0.0590178801152641,-0.03615969551121445,-0.018966064450381737
493,0.013056765851837682,-0.01644084894402731,-0.0004169422762609898,0.018565679128723644,-0.009037723492685501,0.0450047402471494,-0.054094139420775456,0.010297537927047351,0.05519722485491663,-0.035173452825286944,0.005867902796764746,0.10711177309237652,0.005994485497832436,0.015141241205463452,0.03567174454518085,0.0046502364671665575,-0.02546957624793933,0.014525968676957213,0.04899105890468913,0.2987748456401693,-0.031862738387993694,0.0375994354730409,0.024787592565489014,-0.09458711711115342,-0.05505892624786757,0.0003746174453533868
4A0,-0.0014957478703268023,-0.0011999296498599321,-0.005100592763445988,-0.019488021988726345,0.01582679081368976,-0.01943184300894174,-0.010325980083258024,-0.03270539469060818,-0.006302258749630418,-0.005180309767873759,-0.025489885841797566,-0.00957155564587353,-0.004104954766034119,-0.0047289283914544455,0.0033212314633210838,-0.01248210933358962,-0.029679509980232055,-0.014505058959839445,-0.0056704757880314816,-0.04258264974520731,0.005720852796903486,0.006295904934257024,-0.0033335783589150125,0.02744264478474001,0.00570483172220726,-0.005001057699158373
511,0.013555546933583518,0.023060592133564928,-0.013914027449406507,0.013859481164362197,0.0156847219177787,-0.03539731997461981,0.021662592234052536,-0.004444717021977684,-0.0321715014054762,-0.006355395965260691,-0.004753733094992718,-0.03170969155068404,-0.009832218030802586,-0.014510772272137373,-0.023943244650847184,0.024025335351633093,0.0140343750751315,-0.0002940607746375612,0.018423008073447544,0.0022612393417178467,-0.027819869986471346,-0.006993716067594136,-0.014086131401725321,0.01607732346521118,0.0029400268257946394,0.006903009336690413
512,-0.014596664127581427,-0.000521526731579236,-0.04584608918941058,0.05554073671403881,-0.006718099296736391,0.028214399510371635,0.014332096597222233,-0.014819639084894476,-0.01613383232748067,0.04890855745413614,0.04760508792680529,-0.014390233616083492,0.022932888555972752,-0.04154068721181581,-0.03375594888952094,0.03849111252858428,-0.05967706311449206,0.028061089815418327,0.028386460010685788,-0.006824221378001205,0.020870786269154173,0.004908018681110349,-0.007341149650784473,0.04453905501690514,-0.006660211561920981,-0.015784602900723144
513,0.0014222513331754172,0.005985655383306199,0.00981123670961459,0.015007335043461634,-0.026792234294249706,-0.020395827174977565,-0.015554297802065964,0.007353285453796321,-0.017270850448042552,-0.009420710915046815,-0.012123000899614045,0.002293394112197422,-0.019500683723383982,-0.014380025225801063,-0.003194697385181744,-0.014245085035172078,-0.01767080253505604,-0.006423869839548679,-0.008658703809471646,-0.019668379051576146,-0.00738911732032177,-0.021039245329248946,-0.011860679501992877,-0.023192083237742356,-0.031356837032987084,-0.014521228491416238
514,-0.004105487945929909,0.05630052349750514,-0.026722862084162635,0.023099626671450935,0.018262662980604638,-0.0032980929480084242,-0.006415221770758706,0.01078162775415148,0.01620953116831636,0.004274326818355156,0.08273336679498033,0.024392924107806024,0.07838201806718903,0.06920993691488597,0.05666321198858615,0.06464714401838778,0.03333077118259453,0.030026017638864477,0.03044530331878814,0.024891517163494026,0.03609515561756638,0.014677101878706633,0.01663441758818429,0.05858094557076754,0.022584306929297693,0.016282852702790063
521CI,-0.00899592335408017,0.022876229310435425,-0.0047184789582934705,0.006859714203623746,0.016009757131795643,-0.01828878747486895,-0.027630614228943307,-0.020967205211634088,-0.023925179086175863,-0.03592902913532625,-0.018681082733629895,0.06356519273687722,-0.03570876140528734,-0.011251477907605612,0.025002877649228372,-5.575751543474006e-05,-0.009243138385447436,-0.01869052206057109,-0.012480392912078697,-0.0420193644939828,0.026486477744535053,-0.02486464342578043,0.023701530987361386,-0.013351801841969824,-0.029368639134510932,-0.00672767205113467
523,0.03669446042975233,0.03970167408747738,0.05341717004867119,0.009111319657542083,-0.017770376985818626,0.012067336039882637,-0.008043260203047797,0.020244172525748727,0.031767185574095524,-0.05676975155896624,-0.1595311354562572,0.09803036076330507,-0.047238228786051994,-0.08805368399185953,0.011774024418868212,-0.016812979509831294,0.0011748980044563595,-0.022364413687379514,-0.002428459512004988,-0.032969944423165476,0.02273468310740112,0.026999740820560003,0.00968119350445118,0.00976675171341812,-0.007772898914173876,0.04538800155147049
524,-0.0004598138614682057,-0.014928442254297014,0.017508623889813002,-0.00791781474062514,-0.0029048173672907573,0.015234807976247211,0.019516121965778677,-0.012109304621794159,0.018332954994873862,0.011201212636212876,-0.036908900957643986,0.05033887845838203,-0.015489033978447253,-0.015043689143908079,0.020063195652774368,-0.033368183321745626,0.03394738019619625,0.027258601799193816,0.0064723850856847065,-0.03529020178791553,-0.032374316865335206,0.02973197569244057,0.01401920240861898,-0.03187249475708942,0.00336362253099054,0.014938311956301575
525,-0.028206902248963495,-0.056479372042608667,-0.02297383619763771,-0.01463548358019029,0.014534280442837222,-5.255838469153673e-05,0.026587491805763364,-0.03032426820098344,-0.0023726766788474407,0.07068152385285487,0.06959728421075706,-0.04064830606209213,0.005995053335882794,0.020508034156212496,0.017726145431812057,0.03517423802484476,0.015371809453252894,0.004737324437103396,-0.02948309425632889,-0.013053684696872736,-0.03438113860690528,-0.04061162469268709,-0.027927710195003286,-0.0001681044115349195,-0.013149822139785883,-0.09909352833035445
532RL,0.06552299102264003,-0.04775401920691369,-0.036214468647360665,0.020513113728946042,0.004243992678782504,-0.010904368423467314,-0.02258394598978608,-0.06464600578740276,-5.741589131735836e-05,-0.10201816068004854,0.022427350599244278,-0.0702667806199595,0.023496937598326717,-0.01965476660940446,-0.015361822720616036,0.0321508212075039,-0.004520177420255234,-0.04286527834254805,-0.0021977421345011905,0.0066421127269249425,0.0018843265826431477,0.009261164466352056,0.021397924840992566,0.1381414397953682,0.02329326411468191,0.0688705786235766
5411,-0.012186342528394345,-0.020627345619729898,-0.06477357916928872,-0.012020918405780456,0.048058951057435184,0.004274716512752796,-0.03831338725929223,-0.021693110039599173,0.00750546354798276,0.017037278340172435,0.008144806725848941,0.004799550586197743,-0.006727678726635489,-0.007634041536047409,0.0003894062167226764,-0.022317475185481772,-0.024183794520836965,-0.009028571290639054,-0.013841463995007963,0.008482486479234552,-0.026417183224081153,-0.007781668326806379,-0.0028999267032738807,-0.022750825469720404,0.010456401203263965,0.00098855890034244
5412OP,-0.009539680263288997,-0.01106287132124395,0.004869465993043054,0.016997862000657893,-0.0012793079739870095,-0.017930451340777864,-0.001876316027844993,0.00300351703112689,-0.012910825236036594,0.009832463042224404,0.013188803621710044,0.0007405449894313243,-0.015602691251285883,-0.0002045776028194446,0.012976577707891401,-0.019019507194236507,-0.005737131141633434,-0.01569257383428102,-0.012098649112511684,-0.011068215182017394,-0.010090449214879449,0.0009319203290392153,-0.006552111003083727,0.009208804262679227,0.01549456014090822,0.015229221572563567
5415,0.08139014393525379,0.06079011217160879,-0.0015295018761034562,-0.01801804774216853,0.017085404324612696,-0.018249189396886578,-0.04258596473013565,0.01978603555858971,-0.019897604844976158,-0.005456608427215848,0.035617845405982784,-0.005270545411205418,0.03775601861735556,0.02709527163569403,0.007044207378207545,0.00883196225926719,0.023801112542310765,-0.005968484050726364,0.006121723442528371,0.01433915470503555,-0.0015089104079533122,-0.02622669627160379,-0.0068040098404758,0.010575871933102832,0.0049889680899406486,-0.011989091266320528
55,0.005891182341269285,-0.005214557959118071,0.0021180501760245107,0.00567620357054377,-0.018694601614304585,0.03860058371632569,-0.02490168939763615,0.015807469917590744,0.021169209127531285,-0.015613461155941533,-0.020877083748782166,-0.006973182397077338,0.01717206667417015,-0.009224051919712206,-0.003752317090610635,0.013132138635377544,0.002849583141135259,0.01000118289123808,-0.0017167148152359424,0.00797551595075463,0.0006032579315040643,0.016459991050320255,0.0432540068171523,-0.05435787879368936,-0.016506878725728313,-0.004979403400265703
561,0.004598252384102608,-0.008102467173657146,-0.004652732469291987,-0.003751849892881687,-0.015580433116983539,-0.005623740713127656,-0.0037715524818100477,0.005092770639701705,-0.003034993162200905,0.01336592865621089,0.0063832720690411016,-0.007355779626213366,0.003418730759554567,0.012480840344047284,-0.004154342462600269,0.0005387820551558953,0.003349877823256797,0.003748504055787194,0.01419860114503324,0.01017270728754216,0.008824147118012604,0.016783161389237744,-0.008836268957646443,-0.010014796091086353,0.00903239029326608,-0.013055889215153993
562,0.0030085154761039234,0.0029796200533240835,-0.01799885440409721,-0.016565399933909042,-0.016694107583930418,0.012927273781563109,0.006821642687138585,0.029554696372137812,-0.002771829076277932,0.049336939296407145,-0.020093144147169895,-0.0529723016844903,0.02716578246355006,-0.01870940193512105,-0.03402823184183834,0.005480911054481119,0.008449930220471025,-0.03748837955594819,0.012215430968661067,0.047384394804866226,0.02880185197586993,-0.014246621329162323,0.0029949010135821297,-0.02138325776431671,-0.0002993549650778249,-0.005087104934078823
